word	count	occurrence
alarms	1	1
jook	1	1
yamato	1	1
cd's..etc	1	1
appease	1	1
karolien	1	1
w.p	1	1
jimaica	1	1
cinna-brooms	1	1
apetit	1	1
office-	1	1
elf	1	1
wink-wink	1	1
5s	1	1
ely	1	1
go-up-to-the-counter-and-place-your-order-then-i'll-bring-your-food-to-you	1	1
destinaiton	1	1
upscale/fusion-y	1	1
afore	1	1
1/11/2012	1	1
casella	1	1
58	1	1
leave-in	1	1
mirin	1	1
cocido	1	1
missed-	1	1
dauphinoise	1	1
malaysia	1	1
everbody	1	1
specialities	1	1
.french	1	1
20.71	1	1
proceeding	1	1
quiter	1	1
gannouj	1	1
goshdern	1	1
totals	1	1
veggie/avocado	1	1
0.39/ounce	1	1
janmichaels	1	1
mosquito	1	1
showtunes	1	1
9.25	1	1
to-the-point	1	1
rosas	1	1
16st/roosevelt	1	1
anzini	1	1
alot..closed	1	1
dalmatian	1	1
mechanized	1	1
eaves	1	1
razzle	1	1
alomosty	1	1
avacod	1	1
good/ok	1	1
light-speed	1	1
neapolitan-style	1	1
geeignet	1	1
parchment-	1	1
git	1	1
haiwian	1	1
good-willed	1	1
gim	1	1
semi-quiet	1	1
steers	1	1
heinous	1	1
illuminating	1	1
satisfactorily	1	1
ny-quil	1	1
questionably	1	1
attesting	1	1
non-bacon	1	1
sip-taste	1	1
handsful	1	1
lacluster	1	1
smithwick	1	1
visually-pleasing	1	1
acclaimed	1	1
clasic	1	1
cheese/bruschetta	1	1
red-chile	1	1
loosening	1	1
vanquished	1	1
intellect	1	1
tooooo	1	1
untasty	1	1
copy/pasted	1	1
frappachino	1	1
sweatfest	1	1
siento	1	1
pueblos	1	1
navel	1	1
westworld	1	1
#NAME?	1	1
4/13/2008	1	1
29	1	1
gazpacho-shrimp	1	1
vetmed	1	1
empathize	1	1
discern	1	1
kibbe	1	1
kibbi	1	1
tolkien	1	1
sumibiyaki	1	1
motif.there	1	1
hammers	1	1
tanzanian	1	1
federation	1	1
frat-house	1	1
masturbate	1	1
disinfecting	1	1
8.65	1	1
worked..they	1	1
hawain	1	1
#NAME?	1	1
foccasia	1	1
un-western	1	1
enoy	1	1
would..oh	1	1
winebar	1	1
4:30-7:30	1	1
flingers/zingers/whipperdejibbits	1	1
obsolete	1	1
geeking	1	1
..loved	1	1
salciccia	1	1
..oo	1	1
..oh	1	1
artessa	1	1
parmagean	1	1
biscuit/cookies	1	1
anti-aging	1	1
manzanita	1	1
maipe	1	1
non-breakfast	1	1
absatively	1	1
escamochas	1	1
droping	1	1
organists	1	1
stretching/resistance	1	1
ensalta	1	1
soybeans	1	1
percocets	1	1
sanitizing	1	1
teensters	1	1
preggers	1	1
helvetica	1	1
dreamers	1	1
lound	1	1
therepenn	1	1
penn	1	1
heinously	1	1
#NAME?	1	1
50/leg	1	1
tenderlion	1	1
hetero-perspective	1	1
appoinment	1	1
infernal	1	1
modern/classy	1	1
sheda	1	1
pronunced	1	1
cartilige	1	1
geeky	1	1
shards	1	1
necco	1	1
semi-empty	1	1
geeko	1	1
shrimp..	1	1
chutnies	1	1
absolultey	1	1
fu*king	1	1
comuputer	1	1
springfield	1	1
beardsley	1	1
leavin	1	1
fascist	1	1
mashpotatoe	1	1
artist-grade	1	1
curing	1	1
commodity	1	1
giardino	1	1
manana	1	1
ghanouj	1	1
yulu	1	1
plusses-room	1	1
collectables	1	1
cen-pholks	1	1
select=4f5y0561dlrb-69s0lh6gq	1	1
.sandy	1	1
ronda	1	1
tbe	1	1
bowl..	1	1
subtractive	1	1
bro-in-law	1	1
crudite	1	1
courtisy	1	1
4-4.5	1	1
mega-mall	1	1
bernay	1	1
conquer	1	1
bekannte	1	1
must-go	1	1
ridiculous-	1	1
sakajawea	1	1
accomplishments	1	1
fatty/non	1	1
uber-friendly	1	1
5pm..do	1	1
naviagate	1	1
apothecary	1	1
crepes-	1	1
cheecake	1	1
principles	1	1
itchin	1	1
#NAME?	1	1
inadequacy	1	1
veg/chz	1	1
person/per	1	1
massaman	1	1
egg-centric	1	1
subtracts	1	1
diveyness	1	1
limpy	1	1
trunk-	1	1
sangria-	1	1
sanwich	1	1
divey-esque	1	1
mini-refrigerator	1	1
swink	1	1
tortillas/chips	1	1
ewwwwwww	1	1
oversaw	1	1
ultra-new	1	1
akaushi	1	1
wa.she	1	1
represenatives	1	1
flutter	1	1
giver	1	1
siciliano	1	1
demp	1	1
cope	1	1
adventerous	1	1
alan	1	1
#NAME?	1	1
serv	1	1
schooler	1	1
sqft	1	1
wrap-around	1	1
strike-me-out-or-i'll-knock-it-out	1	1
spotter	1	1
froth	1	1
plaintain	1	1
typicall	1	1
generalization	1	1
kissy-kiss	1	1
kush	1	1
corbett	1	1
homerun	1	1
babying	1	1
malta	1	1
8/28/2013	1	1
phillips	1	1
dimly-lit	1	1
overeasy	1	1
vectoring	1	1
wrench	1	1
hooves	1	1
zook	1	1
rereading	1	1
not-though	1	1
impulsively	1	1
typical-	1	1
barflies	1	1
anticiapted	1	1
love-in	1	1
server/waiter	1	1
misfire	1	1
helplessly	1	1
bbq-ing	1	1
idea*	1	1
chile/meat	1	1
julienne	1	1
kids..	1	1
tendor	1	1
/blues	1	1
permeable	1	1
southward	1	1
convos	1	1
'unusual	1	1
'salad	1	1
bk/mcd	1	1
'button	1	1
mistep	1	1
counter-service	1	1
gvlhtxnxg9papblwxnuq6w	1	1
boring-	1	1
rebalanced	1	1
apple/granola	1	1
semblences	1	1
dodgers/angels	1	1
leinenkeugel	1	1
masas	1	1
brekky	1	1
dry-mouth	1	1
lotta-chocolate	1	1
pomegranate-persimmon	1	1
ladyland	1	1
spaniard	1	1
jabba	1	1
high-powered	1	1
why-	1	1
ity	1	1
ables	1	1
bigger.i	1	1
select=n02pcpzpxzvmmqsllyvi8q	1	1
crusin	1	1
communicators	1	1
mid-stream	1	1
ubber	1	1
#NAME?	1	1
dinamita	1	1
wanders	1	1
#NAME?	1	1
recumbent	1	1
corona-rita	1	1
mini-cheesecakes	1	1
mykonos	1	1
berrs	1	1
//travel.state.gov/passport/get/first/first_830.html	1	1
eater-	1	1
tropea	1	1
uncleared	1	1
68	1	1
50	1	1
lead-based	1	1
50-	1	1
great-fast	1	1
..because	1	1
all~	1	1
chicken/lamb/beef	1	1
menu.in	1	1
gauco	1	1
cibatta	1	1
50g	1	1
ponies	1	1
genious	1	1
zookz	1	1
'07	1	1
numbs	1	1
gulick	1	1
licensenumber=12079226	1	1
transportatation	1	1
'sizzler	1	1
discrepancy	1	1
kincaid	1	1
hysterectomy	1	1
erroneously	1	1
swarovski	1	1
500cal	1	1
dinner/drinking	1	1
3-yr-old	1	1
refusal	1	1
nesr	1	1
ness	1	1
old-home	1	1
lute	1	1
**tip**	1	1
mealsi	1	1
crap..awesome	1	1
dehli	1	1
brown/white	1	1
olivia	1	1
baggage.since	1	1
2/per	1	1
produce/prepared	1	1
conform	1	1
thowball	1	1
.saucy	1	1
'bubbles	1	1
goo-goo	1	1
tio	1	1
rosy	1	1
felafel	1	1
7:20	1	1
7:22	1	1
3.69	1	1
crustaceans	1	1
mexican-chinese	1	1
seahawks	1	1
butterleaf	1	1
kennedy	1	1
reducer	1	1
gallette	1	1
mouthwateringly	1	1
0.065	1	1
pseudonym	1	1
chermoula	1	1
small/community	1	1
fries..mmm	1	1
finger..	1	1
rammstein	1	1
longanisa	1	1
sources.there	1	1
overheated	1	1
nuance	1	1
x-rayed	1	1
85031	1	1
friday's-type	1	1
bigger/thicker/better	1	1
wheaties	1	1
dudley	1	1
painlessly	1	1
panko-covered	1	1
**after	1	1
basalmic	1	1
lmfao	1	1
chicken/salmon	1	1
accomplishing	1	1
mini-staycation	1	1
plastic-looking	1	1
enema	1	1
12/10/2007	1	1
reinas	1	1
workstation/dining	1	1
lantern	1	1
employees/volunteers	1	1
12/12/2007	1	1
gard	1	1
dismissively	1	1
pear/almond	1	1
carb-y	1	1
malts/shakes	1	1
overstaffed	1	1
live/frozen	1	1
dance/pop/remixed	1	1
return..so	1	1
dislocated	1	1
impainted	1	1
untasteful	1	1
buffolina	1	1
annoyance*	1	1
slowmed	1	1
ridicoulsly	1	1
hilberto	1	1
rock-a-billy	1	1
filaberto	1	1
ssounding	1	1
raspado=shaved	1	1
cochinas	1	1
..sooooo	1	1
words-	1	1
diverged	1	1
aces	1	1
bar/sports	1	1
add/take	1	1
patio/sliding	1	1
hasnt	1	1
biochemistry	1	1
scribe	1	1
lackadasical	1	1
.since	1	1
12/14/2007	1	1
rhiba	1	1
harveys	1	1
15-50	1	1
cleanliness/overall	1	1
chilcanos	1	1
yorkshire	1	1
pan-cooked	1	1
administering	1	1
all-stars	1	1
t-f	1	1
shadys	1	1
silks	1	1
quizzical	1	1
stained-glass	1	1
alc	1	1
yuck.there	1	1
ladders	1	1
alt	1	1
disk	1	1
27.95	1	1
hetero	1	1
bar/pub	1	1
mark-taylor	1	1
jetsetter	1	1
liquor..	1	1
comsmo	1	1
terravita	1	1
times..the	1	1
talisha	1	1
non-motivating	1	1
pcos	1	1
light-lit	1	1
#NAME?	1	1
natcher	1	1
defensiveness	1	1
yasmin	1	1
order-yeller	1	1
mushroom/onions/almonds	1	1
pre-conceived	1	1
bopped	1	1
ribless	1	1
0.49/extra	1	1
burrito??	1	1
proftit	1	1
siouxsie	1	1
reina	1	1
tastic	1	1
magnolia	1	1
penzy	1	1
cheesed	1	1
wham	1	1
colognes..	1	1
unwaveringly	1	1
hydro-oils	1	1
groogy	1	1
rakes	1	1
dis-coloring	1	1
d.d	1	1
d.o	1	1
mmmtastic	1	1
almejas	1	1
"26,500"	1	1
freeeeeeeeeee	1	1
proxy	1	1
potatoes..	1	1
servizio	1	1
0.45	1	1
bug-molested	1	1
table-check	1	1
cooed	1	1
know-	1	1
bretonne	1	1
this-is-my-bohemian-grandmother's-apartment	1	1
flowered	1	1
tought	1	1
frats	1	1
ofourse	1	1
salasa	1	1
chillout	1	1
mellos	1	1
'quesadilla	1	1
definiatly	1	1
coucous	1	1
zeichen	1	1
'crust	1	1
scrawny	1	1
blows/reblows	1	1
florale	1	1
serigraphs	1	1
'bad	1	1
nightspot	1	1
bonus-they	1	1
dry-	1	1
pono	1	1
durian	1	1
explaine	1	1
brittish	1	1
l'italiana	1	1
funny-	1	1
oil-hummus-green	1	1
b-52	1	1
paletas=popsicles	1	1
615	1	1
11.7	1	1
unsurprising	1	1
cutoff	1	1
corban	1	1
fast..i	1	1
servers/waitresses	1	1
carmelo	1	1
sidewinder	1	1
tchockes	1	1
outrages	1	1
12/11/2007	1	1
med-well	1	1
carmely	1	1
cibata	1	1
server/host	1	1
bumstead	1	1
bland/dry	1	1
harmonies	1	1
tip____	1	1
geeeeeeez	1	1
godmother	1	1
prao	1	1
relllenos	1	1
reconfirms	1	1
.regardless	1	1
inauthentic	1	1
37th	1	1
'pro	1	1
mulit	1	1
degradation	1	1
rehealed	1	1
content-wise	1	1
run/operate	1	1
bread..we	1	1
klean	1	1
nicotine	1	1
cleaned/lubed	1	1
meagan	1	1
yasu-san	1	1
sport/gym	1	1
adhere	1	1
ross/rack/last	1	1
panko-crusted	1	1
monotone	1	1
halwa	1	1
warm-up	1	1
amazon.com	1	1
hots	1	1
elivises	1	1
k6rq3e8zu8xys5bjpe9neq	1	1
recaffeinating	1	1
veggies/condiments	1	1
e.t	1	1
yall	1	1
consequence	1	1
claustophobic	1	1
relax..	1	1
ammos	1	1
sargent	1	1
'monkey	1	1
aphorisms	1	1
furniture/linens	1	1
lock..jeff	1	1
undies	1	1
build-a-bear	1	1
decretion	1	1
zwas	1	1
nickeled	1	1
jimador	1	1
custardy	1	1
mudbugs	1	1
.wit	1	1
zachary	1	1
.fun	1	1
splurges	1	1
perfectly-cooked	1	1
7s	1	1
barefoot-shoes	1	1
cognizant	1	1
welp	1	1
hoity-toity	1	1
nighty	1	1
bashas/frys/albertsons	1	1
almond-raisin-saffron	1	1
punchers	1	1
nightf	1	1
freshened	1	1
seedless	1	1
cemented	1	1
770	1	1
773	1	1
intervened	1	1
singer/dancer/actress	1	1
7+	1	1
screenings	1	1
73	1	1
guilessly	1	1
..yumyummm	1	1
non-plussed	1	1
night.	1	1
rta	1	1
crisscrosses	1	1
journeys	1	1
futre	1	1
upper-tier	1	1
gazebo-like	1	1
stubble	1	1
srt8	1	1
unrealistic	1	1
grotesque	1	1
vodkaa	1	1
flour-based	1	1
moses	1	1
periodontics	1	1
frumpy	1	1
gyros.they	1	1
cell-phone	1	1
timeless	1	1
nibblet	1	1
new/used	1	1
anout	1	1
semi-scary	1	1
pm-ish	1	1
apparatuses	1	1
fahden	1	1
low-priced	1	1
thye	1	1
newsome	1	1
opentable.com	1	1
tajas	1	1
icce	1	1
elderflower	1	1
#NAME?	1	1
.stick	1	1
downturn	1	1
creatine	1	1
decent-sized	1	1
rollero	1	1
distinctively	1	1
art-house	1	1
gianormous	1	1
pre-read	1	1
blissfully	1	1
cynic	1	1
knee-deep	1	1
ibxb1oar7v90r3hjbcmncg	1	1
"opposite,"	1	1
lovitch	1	1
crippled	1	1
hungry/thirsty	1	1
4x-5x	1	1
windsheild	1	1
wessiyeed	1	1
geo	1	1
refrigerators	1	1
.stay	1	1
.small	1	1
siting	1	1
ipod/itouch	1	1
orchestral	1	1
firefighters	1	1
fireside	1	1
prereqs	1	1
well-mannered	1	1
hilow	1	1
unflattering	1	1
drive-thru..	1	1
delightful..	1	1
expressly	1	1
evaluates	1	1
table.i	1	1
relfexes	1	1
bullsh**t	1	1
exfoliation	1	1
awakening	1	1
nightstand	1	1
santos	1	1
pranksters	1	1
mushrooms-	1	1
viola	1	1
reety	1	1
literature	1	1
flowy	1	1
tea/lemonade/coffee	1	1
899	1	1
munich	1	1
visit..	1	1
avocado-based	1	1
horvath	1	1
soooooooooo	1	1
chickeny	1	1
natural/organic	1	1
handrolls	1	1
gnochhi	1	1
'petite	1	1
complain-	1	1
scrunchy	1	1
scottsdalish	1	1
up-and-comer	1	1
'something	1	1
tabled	1	1
boddington	1	1
delivery/pickup	1	1
pharell	1	1
astringent	1	1
phx..yay~	1	1
complainy	1	1
back-projection	1	1
1050	1	1
.9.95	1	1
regrets	1	1
smudging	1	1
"740,000"	1	1
plundering	1	1
morale	1	1
.wtf	1	1
.wtb	1	1
half-bottle	1	1
recommending..	1	1
mincheladas	1	1
tempora/spicy	1	1
table-	1	1
adaptave	1	1
fernando	1	1
yoga-tried	1	1
beer=	1	1
'94	1	1
uncloned	1	1
approaches*	1	1
ill-mannered	1	1
sommersault	1	1
trailheads	1	1
deadbeats	1	1
fatijs	1	1
garage-ish	1	1
weis	1	1
weir	1	1
weil	1	1
moist-maker	1	1
spagetti	1	1
dormant	1	1
come-first	1	1
sudsy	1	1
jn	1	1
sister-brother	1	1
.saying	1	1
.kids	1	1
beef-centric	1	1
prettied	1	1
makoweic	1	1
bagga	1	1
lexi	1	1
garrison	1	1
two-timing	1	1
'manager	1	1
larger..itd	1	1
usurp	1	1
nieghborhood	1	1
white-people	1	1
guajillo	1	1
drool-all-over-everythingly	1	1
frills-	1	1
covet	1	1
freah	1	1
allayed	1	1
atomsophere-	1	1
rediculous	1	1
w/umbrellas	1	1
siobhan	1	1
courier	1	1
undertones	1	1
manfully	1	1
unjustifiably	1	1
endurance	1	1
creepier	1	1
baiscally	1	1
moco	1	1
raing	1	1
moch	1	1
swate	1	1
large-cut	1	1
f'n'c	1	1
vertriebskonferenz	1	1
crepe/	1	1
fats-	1	1
peepers	1	1
guffawed	1	1
margins	1	1
overlay	1	1
attacking	1	1
jf	1	1
wrestle	1	1
.35-40	1	1
remodel..	1	1
'magic	1	1
water/busboy	1	1
worrisome	1	1
pcroissant	1	1
//www.yelp.com/biz/payton-curry-at-welcome-diner-phoenix	1	1
yeses	1	1
inflammation	1	1
portions-	1	1
adventuring	1	1
costos	1	1
20-40	1	1
20-ounce	1	1
spook	1	1
18.53	1	1
bistros	1	1
11:50am	1	1
gullible	1	1
camelback/central	1	1
reson	1	1
#NAME?	1	1
pleas	1	1
kimmel	1	1
jazz/funk/blues	1	1
too..ca	1	1
nightclubbers	1	1
abominable	1	1
wands	1	1
heaven-which	1	1
jekyl	1	1
tshirts..	1	1
appeases	1	1
service-everything	1	1
concisely	1	1
.incredible	1	1
denyin	1	1
patrons..	1	1
hypothesis	1	1
categorically	1	1
yelpery	1	1
scottsdale/western	1	1
vegetarianism	1	1
it..do	1	1
jompmh4mpv6o5hfsut1txg	1	1
sandlot	1	1
99th	1	1
restaurants/cafes	1	1
20-Jul	1	1
25-Jul	1	1
all-y-u-can-eat	1	1
sure'nuf	1	1
fingerfucking	1	1
kudzu	1	1
//www.yelp.com/biz_photos/black-fig-bistro-scottsdale	1	1
free-on	1	1
styrafoam	1	1
dropper	1	1
host/shift	1	1
packed-they	1	1
nail-head	1	1
kitchen-like	1	1
letcha	1	1
2-step	1	1
surronding	1	1
11-6pm	1	1
skeazy	1	1
fresh-	1	1
re-request	1	1
trailmix	1	1
.ingenious	1	1
floor/pool	1	1
rarest	1	1
posturing	1	1
garlic-cream	1	1
margaritas-i	1	1
stabilized	1	1
duster	1	1
rahmun	1	1
prep/cutting	1	1
chinsy	1	1
renick	1	1
picket	1	1
bittersweet	1	1
overnighting	1	1
bianco/cibo	1	1
futuresque	1	1
enrique	1	1
greening	1	1
tofu/rice/veggies	1	1
40-30	1	1
sic	1	1
occuring	1	1
unquestionably	1	1
sie	1	1
outside..shorthanded	1	1
sim	1	1
mentirosa	1	1
portioning	1	1
immersed	1	1
fabulouso	1	1
canolies	1	1
fianc??s	1	1
p-o	1	1
getgo	1	1
aftereffect	1	1
trippin	1	1
ehen	1	1
shitakes	1	1
lathe	1	1
mini-skirts	1	1
13+	1	1
133	1	1
135	1	1
138	1	1
2-ish	1	1
badges	1	1
day-dreaming	1	1
macro-swill	1	1
belter	1	1
catina	1	1
flancers	1	1
edging	1	1
carole	1	1
world-	1	1
wolfgang	1	1
autostrado	1	1
french/italian	1	1
flee	1	1
fled	1	1
rivel	1	1
pacificos	1	1
curry..	1	1
meduim-mild	1	1
whalers	1	1
secures	1	1
west-gate	1	1
haev	1	1
3-some	1	1
tepin	1	1
8	1	1
8/	1	1
..go	1	1
burger-loving	1	1
skank	1	1
stewardesses	1	1
sushi/teppan	1	1
boursin	1	1
obvs	1	1
sauce-great	1	1
fly/flew	1	1
breadbox	1	1
45/party	1	1
non-descipt	1	1
o.j	1	1
sluttly	1	1
o.d	1	1
baaaack	1	1
8x	1	1
close-to-the-bar	1	1
8s	1	1
litsisters	1	1
8^	1	1
nebula	1	1
audio/video	1	1
7.32	1	1
ass-showing	1	1
.highly	1	1
facialist	1	1
discern.it	1	1
unger	1	1
'bo	1	1
a-s.	1	1
siad	1	1
'by	1	1
ethopian	1	1
restaurant/take	1	1
burgers-	1	1
prosumer	1	1
grumpiest	1	1
affortable	1	1
baptized	1	1
interactively	1	1
congenital	1	1
sadre	1	1
brushettas	1	1
puglesi	1	1
5p-7p	1	1
squealing	1	1
3/9/2013	1	1
rebellious	1	1
bobalicious	1	1
re-joined	1	1
..apparently	1	1
new-restaurant	1	1
rear-ended	1	1
dumonet	1	1
academically	1	1
reissuing	1	1
spietzle	1	1
comfortable-	1	1
923875987235th	1	1
handicrafts	1	1
6x	1	1
st./mill	1	1
lagoon	1	1
shiniest	1	1
menu.nothing	1	1
natrual	1	1
voiding	1	1
puncturing	1	1
evergreens	1	1
mishaps	1	1
social/journalist	1	1
weeny	1	1
3ohmfcinbjkg87qvuggkmg	1	1
einstein-esque	1	1
rich-a	1	1
mistys	1	1
a-la-the	1	1
old-timers	1	1
exacerbating	1	1
leanings	1	1
durrants	1	1
cupfrostings	1	1
non-bs	1	1
awww	1	1
chance.	1	1
bronco	1	1
soulmate	1	1
rat-pack	1	1
queried	1	1
college-kid-type	1	1
without-a-doubt	1	1
kinkade	1	1
kneel	1	1
queries	1	1
carbonated	1	1
colicchio	1	1
mid-september	1	1
banofee	1	1
around..	1	1
cool/trendy/fun	1	1
uhauls	1	1
musky	1	1
disclamer	1	1
masochistic	1	1
a.b	1	1
clara*	1	1
agencies	1	1
popcornopolis	1	1
yoga-shopping-green	1	1
aquitas	1	1
wallace	1	1
mexifood	1	1
foam-wedges	1	1
13.95-20.95	1	1
wala	1	1
pizzettas	1	1
down-turning	1	1
so..because	1	1
fist-pumping	1	1
diegan	1	1
been.i	1	1
re-incarnate	1	1
fries..ice	1	1
hindu	1	1
flopping	1	1
gringos-type	1	1
post-exam	1	1
mika	1	1
chef/host	1	1
twinge	1	1
cavorting	1	1
level/	1	1
.mesa	1	1
right-not	1	1
//www.peopleofwalmart.com	1	1
bystanders	1	1
everyday..	1	1
out-smarted	1	1
myzithra	1	1
unitl	1	1
fkr	1	1
incl	1	1
chingalingas	1	1
less-than-average	1	1
coached	1	1
half-pounder	1	1
bruchetta-	1	1
automation	1	1
adirondack	1	1
s2ymvum96ovi4wvrb4fazg	1	1
income/profit	1	1
road-kill	1	1
slaughterhouse	1	1
spectator	1	1
hamilton	1	1
kowefn_szfjzczk6za1qwq	1	1
inc.	1	1
..jimmy	1	1
riveted	1	1
build-out	1	1
11/2/2013	1	1
casper	1	1
misbehaved	1	1
double-tortillad	1	1
saigon-	1	1
bistek	1	1
human/live	1	1
debbies	1	1
died-hards	1	1
1loroco	1	1
sparking	1	1
barts	1	1
talkie	1	1
masquerade	1	1
canoodling	1	1
foorrever	1	1
leon	1	1
13-Jul	1	1
halupki	1	1
drinks/snacks	1	1
bartz	1	1
incendiary	1	1
toilet-	1	1
workings	1	1
anyoo	1	1
pretention	1	1
grime/buildup	1	1
racking	1	1
gables	1	1
imposible	1	1
33	1	1
#NAME?	1	1
computer-based	1	1
dice-size	1	1
noose	1	1
impolitely	1	1
debuts	1	1
v=fsg07smlz5s	1	1
dishes..	1	1
review.for	1	1
motive	1	1
testosterone	1	1
#NAME?	1	1
issueas	1	1
plant-able	1	1
fruity/floral	1	1
dulces	1	1
primped	1	1
tasso	1	1
skydrive	1	1
loner	1	1
bblt	1	1
hotline	1	1
icame	1	1
boringly	1	1
roasters/cafes	1	1
2.52	1	1
favoritest	1	1
vag	1	1
pyacheck	1	1
cloth-lined	1	1
nimwit	1	1
35.9	1	1
stymied	1	1
kinkos	1	1
wooooooong	1	1
mutter	1	1
corn-off-the-cob	1	1
teaming	1	1
servers/managers	1	1
metro-phx	1	1
ass-busting	1	1
'daily	1	1
supa	1	1
venetian	1	1
big-o	1	1
ruling	1	1
"3,000+"	1	1
banderra	1	1
stirring	1	1
business..and	1	1
compounder	1	1
inadequate	1	1
time-honored	1	1
orangewood	1	1
restaurant/pub/club	1	1
abigail	1	1
cargot	1	1
w.i.n.d	1	1
it.the	1	1
satiating	1	1
granola/yogurt/fruit	1	1
bacon/ruben	1	1
risked	1	1
twangy	1	1
shhhhoooooop-	1	1
atkilt	1	1
pain-stakingly	1	1
bereaved	1	1
aided	1	1
hackey	1	1
blackend	1	1
galactica	1	1
keno	1	1
burrberry	1	1
environmentally-friendly	1	1
rider/shopper	1	1
eligible	1	1
//www.yelp.com/writeareview/biz/ko1-zswcgqak2bekumayrw	1	1
superficially	1	1
svroaqz3sprtfo_maknn8g	1	1
firs	1	1
filbertos	1	1
lore	1	1
iwalked	1	1
'sort	1	1
hacked	1	1
.onions	1	1
likechicken	1	1
hibernating	1	1
gcgr	1	1
'keg	1	1
anyways..	1	1
slaw..that	1	1
grigios	1	1
caillat	1	1
her-	1	1
thursday-saturday	1	1
frijole-	1	1
.hard	1	1
ke-ke	1	1
burps	1	1
blouse	1	1
pairing-	1	1
prevalentine	1	1
misjudged	1	1
dahl	1	1
donalds	1	1
rice/beans	1	1
jerk/douche	1	1
elaines	1	1
all-too-common	1	1
select=lxtbwrylokchehh4zxze9q	1	1
conversational	1	1
southerners	1	1
pretensions	1	1
plastic-lidded	1	1
pieces-	1	1
select=yedtlzugiy29vd7jnxw9iw	1	1
dimness	1	1
symmetrical	1	1
berridge	1	1
9p-11p	1	1
1213	1	1
sandwichs..	1	1
neutrino	1	1
fruit-based	1	1
hells	1	1
rose-scented	1	1
folksy	1	1
higher-	1	1
playboy	1	1
9	1	1
17-Apr	1	1
smorgasboard	1	1
94	1	1
zereshk	1	1
accomplishment	1	1
maximilian	1	1
silverwares	1	1
boobybar	1	1
v=e_p_aijttlc	1	1
lucyyyyyyyyyyy	1	1
.disappointed	1	1
minimum-	1	1
..meh	1	1
bagels/	1	1
embellishments	1	1
astroturf-ish	1	1
accessiblity	1	1
'meatballs	1	1
lycopene	1	1
instalation	1	1
turnovers	1	1
fleetingly	1	1
bibb	1	1
detective	1	1
tableclothes	1	1
pinkeye	1	1
uninstalling	1	1
kickoff	1	1
fancy-drink	1	1
earthy/crunchy	1	1
12lbs	1	1
shocked..ok.	1	1
admirably	1	1
conned	1	1
intelligentsia	1	1
frsh	1	1
beauty/vitamin	1	1
braisey	1	1
kabob..	1	1
gaelic	1	1
8/2/2013	1	1
nabers	1	1
mon-thur	1	1
casheirs	1	1
dc..	1	1
merrily	1	1
occular	1	1
spidey	1	1
gretalian	1	1
contracting	1	1
legwork	1	1
ineveryway	1	1
double-tortilla	1	1
excepting	1	1
escargots	1	1
salsa-like	1	1
airbus	1	1
chioces	1	1
managerial	1	1
zone/tea	1	1
england..	1	1
jennie	1	1
encountering	1	1
-1000	1	1
pre-wrapped	1	1
cabernet-red	1	1
1\2	1	1
10-Sep	1	1
201	1	1
piecemeal	1	1
*yikes*	1	1
yinyang	1	1
wobbling	1	1
dodgeball	1	1
trillion	1	1
angelic	1	1
.panko	1	1
likes-	1	1
35-45	1	1
pacos	1	1
rooms/suites	1	1
yeah..	1	1
bulgoki	1	1
staci	1	1
rummaged	1	1
edmc	1	1
gaoouj	1	1
cards/receipts	1	1
dirrrrtttyyy	1	1
perio	1	1
coward	1	1
eradicating	1	1
nations	1	1
pneumonia	1	1
spicy-meter	1	1
re-sat	1	1
ecuadoran	1	1
pakistani/indian	1	1
goya	1	1
unintended	1	1
#NAME?	1	1
esta	1	1
paddles	1	1
hours-this	1	1
zagats	1	1
5-stars+	1	1
hour/reverse	1	1
cafe/diner	1	1
ingrown	1	1
circulated	1	1
crayfish	1	1
foriegn	1	1
bodybuilder	1	1
45minuites	1	1
striations	1	1
prik	1	1
prim	1	1
ooh-va	1	1
efff	1	1
deedee	1	1
motioned	1	1
#NAME?	1	1
this..this	1	1
north/south	1	1
emphatically	1	1
postscript	1	1
vegetable/herb	1	1
4-hour	1	1
blistered	1	1
yesssssss	1	1
textbooks	1	1
sima	1	1
remoldeling	1	1
swander	1	1
greene	1	1
thirtysomething	1	1
drive-thru/semi-fast	1	1
xurri	1	1
multi-cultural	1	1
hobbes	1	1
rolls-never	1	1
chalkborarded	1	1
satisfacroty	1	1
expediency	1	1
hammed	1	1
7/6/2013	1	1
meg	1	1
sicilian..	1	1
goodnight	1	1
swindlers	1	1
percussion	1	1
apporiately	1	1
mix-in	1	1
brithday	1	1
ideas-	1	1
unstrapped	1	1
cochinito	1	1
ice/water/ice	1	1
k.s	1	1
parallels	1	1
4.my	1	1
butana	1	1
asker	1	1
t3s	1	1
tinge	1	1
iceberg-dominated	1	1
matts	1	1
sexlectric	1	1
diet/nutrition	1	1
trucked	1	1
quality-driven	1	1
ana	1	1
redness/swelling	1	1
through.	1	1
horseradishy	1	1
11/19/2009	1	1
sponges	1	1
k??se	1	1
dark-medium	1	1
baseball-sized	1	1
options.	1	1
greasers	1	1
speigl	1	1
relevance	1	1
majerles	1	1
i1140	1	1
calibacitas	1	1
redford	1	1
dissect	1	1
castro	1	1
lgoers	1	1
calcium	1	1
neutering	1	1
first-timer..	1	1
victims	1	1
crusaders	1	1
exhasting	1	1
website.to	1	1
waitors	1	1
