word	tag	count	occurrence
architectural-style	JJ	1	1
kidding	NNP	1	1
synthesis	NN	1	1
haribo	NNP	1	1
italian	VBD	1	1
klout	NNP	1	1
heinously	RB	1	1
burger..	NNP	1	1
staff/cleaning	JJ	1	1
cancelled	NNP	1	1
ill-fitting	JJ	1	1
stone-ground	JJ	1	1
5:30-7	CD	1	1
quilt	NN	1	1
burlesque-attired	JJ	1	1
tzatziki	VBP	1	1
u	IN	1	1
a16	NNP	1	1
place..but	JJ	1	1
between..	NNP	1	1
penultimate	NN	1	1
scooping	NN	1	1
spotting	VBG	1	1
owner/waiter	JJ	1	1
300s	CD	1	1
feller	NN	1	1
amcor	NNP	1	1
latino/black	NNP	1	1
cut-up	JJ	1	1
disciplines	NNS	1	1
sleep	JJ	1	1
offspring	VBG	1	1
lomein	NN	1	1
perhaps..	NNP	1	1
take-out	VB	1	1
hostess	NNS	1	1
scarf	VBP	1	1
motley	NN	1	1
wynd	NN	1	1
ohmygod	VBD	1	1
snapbooth	NNP	1	1
apricot	VBD	1	1
wild	VBD	1	1
salesboys	NNS	1	1
pasta-	NNP	1	1
britopen	NNP	1	1
slick	JJ	1	1
overly-tanned	JJ	1	1
lunching	NN	1	1
brunch-	NNP	1	1
water/ice	JJ	1	1
7-Jun	CD	1	1
*how	JJ	1	1
spic-and-effig-span	JJ	1	1
badgering	NN	1	1
#NAME?	NNP	1	1
botanicals	NNS	1	1
before/during	NN	1	1
bouncers/id	JJ	1	1
continental	NN	1	1
molded	VBN	1	1
'dillas	NNP	1	1
sweet/bitter	JJ	1	1
treacherous	JJ	1	1
//forkvsfood.com/best-burger-review/	JJ	1	1
bar-food	NN	1	1
bleached	JJ	1	1
me-	NN	1	1
..light	JJ	1	1
anti-pasta	NN	1	1
towny	NNP	1	1
copy/paste	JJ	1	1
timmerman	NNP	1	1
enthusiasm	NNP	1	1
crossfitters	NNS	1	1
love.the	VBP	1	1
gon	IN	1	1
non-fried	JJ	1	1
slinky	NNP	1	1
yvette	NN	1	1
flooding	VBG	1	1
maiz	NN	1	1
sure..afraid	JJ	1	1
crisis	NNP	1	1
yorgurt	NN	1	1
yummier	NNP	1	1
freeon	NN	1	1
distinguishable	JJ	1	1
bangers	NNP	1	1
iknow	NNP	1	1
icecream	NNP	1	1
univision	NNP	1	1
flashbacks	NNP	1	1
wildberry	NN	1	1
perfectionism	NN	1	1
live/stay	JJ	1	1
kaleidoscope	NNP	1	1
colada	NNP	1	1
bro-in-law	NN	1	1
bocci	NNP	1	1
uploaded**	-NONE-	1	1
sippin'/people	JJ	1	1
alwys	NNP	1	1
it..i	NNP	1	1
handmade	NNP	1	1
soup..	NNP	1	1
seaats	NNS	1	1
cave	VBD	1	1
cube	NNP	1	1
4:30p	CD	1	1
vocalist	NN	1	1
select=cwp2gvxylem_8bcofcmphq	JJ	1	1
spietzle	JJ	1	1
acommodating	VBG	1	1
granny	JJ	1	1
select=k2yze052dfn0sf0qokk1ww	JJ	1	1
reconfirmed	VBN	1	1
succession	NN	1	1
delighted	JJ	1	1
nuking	NN	1	1
dumb-ass	NN	1	1
incinerated	VBN	1	1
dabble	JJ	1	1
lenti	NN	1	1
king-	JJ	1	1
have~	VB	1	1
49.99/hr	CD	1	1
terrible..pizza	JJ	1	1
delights	NNP	1	1
invaded	VBN	1	1
foles	NNP	1	1
lightbulbs	NNS	1	1
bubbie	NNP	1	1
paradigm	NN	1	1
seen/heard	JJ	1	1
cinamon	VBP	1	1
giveaways	NNS	1	1
late-ish	JJ	1	1
mini-mall	JJ	1	1
hawaiian	VBP	1	1
marrakesh	NNP	1	1
vu	NN	1	1
southside	NN	1	1
welfare	VBP	1	1
jammed..	NNP	1	1
gorgeous	VBZ	1	1
bahn	VBN	1	1
interesting..	NNP	1	1
feeney	NNP	1	1
energize	VB	1	1
chef-owner	NN	1	1
store/item	NN	1	1
pinal	NNP	1	1
fireman	NNP	1	1
cochata	NN	1	1
alomosty	NN	1	1
scoffed	VBD	1	1
calories	VBZ	1	1
pan-toasted	JJ	1	1
#NAME?	JJ	1	1
tempranillo	NNP	1	1
order-incomprehensible	JJ	1	1
plalin	NN	1	1
inconsiderately	RB	1	1
"35,000"	CD	1	1
feather	DT	1	1
j.s	NNP	1	1
da	RB	1	1
cubed	JJ	1	1
avocados..	NNP	1	1
freeeeeeeeeee	NN	1	1
refrigerators	NNS	1	1
art/music	JJ	1	1
novel	JJ	1	1
jewell	NNP	1	1
3.49	CD	1	1
in-flight	NN	1	1
mehh	NN	1	1
wieder	NN	1	1
protected	JJ	1	1
dang	VBG	1	1
150k	CD	1	1
ipo	NNP	1	1
doubly	RB	1	1
heartworm	NN	1	1
shity	NN	1	1
star-struck	NNP	1	1
pat	VB	1	1
pre-brewed	JJ	1	1
skill	MD	1	1
srpmic	NNP	1	1
classmate	JJ	1	1
sausage-fest	JJ	1	1
trying-to-be	NN	1	1
god-daughter	JJ	1	1
al-wazah	JJ	1	1
soup-excellent	NN	1	1
rep.	NNP	1	1
egotistical	NNP	1	1
northeastern	NN	1	1
caveman	JJ	1	1
fries*	-NONE-	1	1
firmness	NN	1	1
11:10	CD	1	1
buttes	NNS	1	1
pizzas	RB	1	1
forgetfulness	NN	1	1
rooted	VBD	1	1
plague	VB	1	1
sightly	RB	1	1
spanikopita	NN	1	1
pescado	VB	1	1
billiard	JJ	1	1
'que	JJ	1	1
blind	VBP	1	1
eyelashes	NNS	1	1
group	VBP	1	1
mermaid	VBN	1	1
supersized	JJ	1	1
insincerity	NN	1	1
dead	VB	1	1
self-bathing	JJ	1	1
breads	NNP	1	1
mths	NNS	1	1
16.46	CD	1	1
flew	NNP	1	1
invariably	RB	1	1
full-fat	JJ	1	1
mac+chicken+chorizo	NNP	1	1
wives	NNP	1	1
upstream	NNP	1	1
vaynerchuk	NNP	1	1
trade-in	NN	1	1
chewey	JJ	1	1
boiee	VB	1	1
scrubs	VBZ	1	1
plank	NNP	1	1
has..	NNP	1	1
cascaded	VBD	1	1
magees	NNP	1	1
irresponsible	JJ	1	1
quarts	NNS	1	1
tartar	JJ	1	1
tempts	VBZ	1	1
sans-kitchen	JJ	1	1
hissy	NN	1	1
musically	RB	1	1
someday	VB	1	1
jager	NN	1	1
ruffled	VBN	1	1
shadys	NNP	1	1
oreida	NNP	1	1
drop-pan	JJ	1	1
sushi	RB	1	1
arrived	JJ	1	1
flooded	VBD	1	1
phoenix/tempe/scottsdale	JJ	1	1
'deli	-NONE-	1	1
picanha	NNP	1	1
flawless	RB	1	1
opentable	NNP	1	1
schedule/cancel	NNP	1	1
after-market	JJ	1	1
curliest	NN	1	1
sandwich-and	NN	1	1
initiate	VB	1	1
bar/red	JJ	1	1
popcorn	VB	1	1
thankyoumoreplease	NN	1	1
adjoining	VBG	1	1
clicky	NN	1	1
dates	NNP	1	1
hasd	VBD	1	1
outvoted	VBN	1	1
#NAME?	NNS	1	1
upstart	NN	1	1
sisters	NNP	1	1
somewhat	VBD	1	1
2:25	CD	1	1
0.4	CD	1	1
sect	NN	1	1
keen	VB	1	1
keftedes	NNP	1	1
robbery	JJ	1	1
stifles	VBZ	1	1
waite	NN	1	1
hilary	NNP	1	1
donate	NN	1	1
spoonbread	NN	1	1
//www.facebook.com/pages/hearts-for-steven/349001218542472	-NONE-	1	1
gastronomical	JJ	1	1
gertrude	NNP	1	1
pf..	NNP	1	1
bellied	VBD	1	1
corderito	NNP	1	1
sauce.it	NN	1	1
bellied	VBN	1	1
uck	NNP	1	1
grayish	NN	1	1
residual	JJ	1	1
sacked	VBN	1	1
carolla	NNP	1	1
northside	NN	1	1
let-down	JJ	1	1
avoid-	VB	1	1
molesting	VBG	1	1
ergonomic	JJ	1	1
transplanting	VBG	1	1
80's/early	JJ	1	1
.topped	JJ	1	1
ambivalence	NN	1	1
separated	JJ	1	1
yam	NNP	1	1
critique	JJ	1	1
banbury	NNP	1	1
tahitian	JJ	1	1
taps/lines	NNS	1	1
smash	VBP	1	1
racetrack	NN	1	1
traumatized	VBN	1	1
w/blue	JJ	1	1
aaa+++	JJ	1	1
gulden	NNP	1	1
order-counter	JJ	1	1
restock	VB	1	1
sweatpants	NNS	1	1
exasperation	NN	1	1
handy	NNP	1	1
jobing.com	NN	1	1
rebuilt	NN	1	1
tweaker	NN	1	1
dingbats	NNS	1	1
hassun	NNP	1	1
improvising	VBG	1	1
char	JJ	1	1
select=3ohmfcinbjkg87qvuggkmg	JJ	1	1
espressos	NNS	1	1
shrank	NN	1	1
freeof	IN	1	1
burrito-forearm	NN	1	1
beautiful	VBP	1	1
apetito	NNP	1	1
developers	NNS	1	1
pit/lab	JJ	1	1
metropolis	VBZ	1	1
huevos	VBZ	1	1
rascal	JJ	1	1
garanda	NNP	1	1
cayenne	NN	1	1
enviornment	NN	1	1
concered	VBN	1	1
underestimated	VBD	1	1
sun	JJ	1	1
condominium	NN	1	1
kick..it	NN	1	1
12-32oz	CD	1	1
salsa-	JJ	1	1
abut	NN	1	1
yelpiness	NNP	1	1
retaught	NN	1	1
ingress	NN	1	1
s'dale	JJ	1	1
//www.yelp.com/biz/la-bocca-urban-pizzeria-wine-bar-tempe	JJ	1	1
worcestershire	NN	1	1
hcg/hgh	JJ	1	1
toquitos	NNS	1	1
spice..it	JJ	1	1
michael	NN	1	1
consignor	NN	1	1
janitors	NNS	1	1
skyy	NNP	1	1
choclate	NN	1	1
old-school-ish-ness	JJ	1	1
application..	NNP	1	1
sashmi	NN	1	1
mini-vw	JJ	1	1
bistecca	NNP	1	1
slowwwwwwww	NNP	1	1
hopeless	NN	1	1
onlt	VBD	1	1
coupon	RB	1	1
varvatos	NNP	1	1
crowd..	NNP	1	1
undies	NNS	1	1
finalized	VBN	1	1
tsasiki	VB	1	1
rations	NNS	1	1
salsa's..	NNP	1	1
scuffs	NNS	1	1
spigarelllo	NN	1	1
evolves	NNS	1	1
worsened	VBN	1	1
better/cleaner	NN	1	1
sandpaper	JJ	1	1
everyway	NN	1	1
'meet	JJ	1	1
..bursting	JJ	1	1
simpler	JJ	1	1
remeber	VB	1	1
antipasto	TO	1	1
cavities	NNS	1	1
bourgeoise	VB	1	1
triskelion	NN	1	1
hour-and-a-half	JJ	1	1
go-up-to-the-counter-and-place-your-order-then-i'll-bring-your-food-to-you	PRP	1	1
rescues	NNS	1	1
yummmmm	NNP	1	1
cheapest	VBN	1	1
curtains	VBZ	1	1
mining	VBG	1	1
~	VB	1	1
greasiest	JJS	1	1
after-bar	JJ	1	1
overdoing	NN	1	1
deluuuuxxx	NNP	1	1
alarms	NNS	1	1
chix	NNP	1	1
satan	NNP	1	1
chocked	NNP	1	1
*cheap	NN	1	1
reattached	VBN	1	1
ridunculous	JJ	1	1
trippin	JJ	1	1
zwas	VBD	1	1
athletica	NN	1	1
oldtown	NNP	1	1
53-	CD	1	1
earlier	NN	1	1
aspire	VB	1	1
new-ish	JJ	1	1
rolls/cinnamon	JJ	1	1
smith	IN	1	1
chunkiness	NN	1	1
wallet-friendly	JJ	1	1
greek-influenced	JJ	1	1
gecky	JJ	1	1
scoundrel	NN	1	1
cafe-and-knick-knack-shop	NN	1	1
1/12/2010	CD	1	1
#NAME?	NN	1	1
observations/facts	NNS	1	1
negras	NNP	1	1
trenches	NNP	1	1
yapping	VBG	1	1
fifteen	IN	1	1
poundcake	NN	1	1
1/4/	CD	1	1
480-421-7997	CD	1	1
thistle	NN	1	1
begin	NNP	1	1
lagoon	NN	1	1
piquillo	NNP	1	1
teak	NN	1	1
cushioning	NN	1	1
cellars	NNS	1	1
sabor	NN	1	1
mid-way	JJ	1	1
twangy	NNP	1	1
meg	NNP	1	1
butterleaf	NNP	1	1
iridescent	NN	1	1
deliever	NN	1	1
stubhub	NN	1	1
olympic	JJ	1	1
closest	NNP	1	1
rosewater	JJR	1	1
summertime	VB	1	1
me..she	PRP	1	1
perroni	NNP	1	1
out/cried	JJ	1	1
belting	NN	1	1
waffel	NN	1	1
mainstays	NNS	1	1
closer	NNP	1	1
slovenly	RB	1	1
all-fried	JJ	1	1
fabby	NN	1	1
outweigh	VBP	1	1
lycheetini	NN	1	1
rebuild	NN	1	1
loch	NNP	1	1
sill	VBP	1	1
filete	NNP	1	1
select=dunzrm3nblr2odtal-mm7q	JJ	1	1
sanitizer..	NNP	1	1
misunderstand	VB	1	1
dimmed	VBN	1	1
tzatzikii	NN	1	1
caffeinated	VBD	1	1
gotdamn	NN	1	1
derelict	NN	1	1
mechado	NN	1	1
floor..	NNP	1	1
financing	VBG	1	1
kerry	NNP	1	1
non-patio	NNP	1	1
loaded-up	JJ	1	1
buzzin	VBN	1	1
spiedino	NNP	1	1
server/manager	NN	1	1
beene	NNP	1	1
borrowed	NNP	1	1
greyhounds	NNS	1	1
spanking	NN	1	1
tater-tot	JJ	1	1
dependably	RB	1	1
secretaries	NNS	1	1
#NAME?	NNS	1	1
purse	NNP	1	1
veered	VBD	1	1
roulade	NN	1	1
20.67	CD	1	1
new-fangled	JJ	1	1
oh-wtf	JJ	1	1
baritas	VBZ	1	1
kombu	NN	1	1
grades	NNS	1	1
towncar	NNP	1	1
tryout	IN	1	1
frakkin	RB	1	1
target	VBP	1	1
spectacular	VBP	1	1
fertilizer	NN	1	1
captivating	VBG	1	1
jessie	NNP	1	1
excl	NN	1	1
roadtrip	NN	1	1
monday-	NN	1	1
faaaaaantastic	JJ	1	1
champagne	VBP	1	1
springfield	NNP	1	1
hawahiian	NNP	1	1
tip____	NNP	1	1
yolanda	NNP	1	1
thesaurus.com	NNP	1	1
greman	NNP	1	1
elly-mae	JJ	1	1
702	CD	1	1
pastoral	JJ	1	1
tense	VBP	1	1
custard	VBD	1	1
elevates	NNS	1	1
bust	NNP	1	1
drip	VBP	1	1
directed	JJ	1	1
bowl/plate/salad	JJ	1	1
break/spring	JJ	1	1
fresheners	NNS	1	1
service.a	NNP	1	1
buffalo	VBD	1	1
buffalo	VBN	1	1
baked.goat.cheese	JJ	1	1
parenthesis	NN	1	1
lancome	VBP	1	1
cake-cutting	JJ	1	1
wal*mart	NN	1	1
innovating	VBG	1	1
tallying	VBG	1	1
lean	NN	1	1
tonights	NNS	1	1
pigeon-riddled	JJ	1	1
crawler	NN	1	1
volta	NN	1	1
obadiah	NNP	1	1
yelp-fu	NN	1	1
tessios	NNS	1	1
minutes+	NN	1	1
relied	NNP	1	1
concerning	NN	1	1
dal	NN	1	1
troublesome	VBN	1	1
gluehwine	NNP	1	1
ekkk	NN	1	1
dirndls	NNS	1	1
bossa	NN	1	1
xao	NNP	1	1
starlets	VBZ	1	1
mmmk	NNP	1	1
salty/sweet	JJ	1	1
cinanamon	NNP	1	1
cham	NN	1	1
mini-loaves	NNS	1	1
italian-american	MD	1	1
mistimed	VBN	1	1
wooed	VBD	1	1
satisfactorily	RB	1	1
mouthwateringly	RB	1	1
tortillas	IN	1	1
superstar	NN	1	1
cinemas	NNS	1	1
niscoise	NNP	1	1
glowsticks	NNS	1	1
www.shopbiltmore.com	NN	1	1
swore	JJR	1	1
gluten-intolerant	JJ	1	1
deffinatley	NN	1	1
vovo	NNP	1	1
c-	JJ	1	1
bbq-sauced	JJ	1	1
javino	NNP	1	1
art-house	JJ	1	1
items.their	JJ	1	1
===============================================	NN	1	1
healthy/semi-healthy	JJ	1	1
.clearly	JJ	1	1
menu..hint	JJ	1	1
cupboard	NN	1	1
110-degrees	NNS	1	1
scouting	NN	1	1
departures	NNPS	1	1
designing	NNP	1	1
altered	NNP	1	1
//www.yelp.com/biz/wild-bills-saloon-phoenix	JJ	1	1
southwesterny	NN	1	1
arm-waving	NN	1	1
5:20pm	CD	1	1
farelli	NNP	1	1
crept	VBN	1	1
mexicanish	NNP	1	1
sauerkraut	RP	1	1
one-word	JJ	1	1
melon	VBD	1	1
walking/biking	JJ	1	1
svroaqz3sprtfo_maknn8g	NNP	1	1
melon	VBN	1	1
kolsh	NNP	1	1
sloooooow	RB	1	1
gist..	NNP	1	1
knee-high	JJ	1	1
yessum	NN	1	1
a-s.	NNP	1	1
alternatives	VBZ	1	1
bondage	NN	1	1
check..and	JJ	1	1
spay	NN	1	1
middles	NNS	1	1
idiot	VBD	1	1
nib	NNP	1	1
25-minutes	CD	1	1
classless	VBP	1	1
deja	NN	1	1
responding	NN	1	1
wrecks	NNS	1	1
reg/decaf	JJ	1	1
atmospshere	NN	1	1
la-z-boy	JJ	1	1
forks/knives	NNS	1	1
biaz	NNP	1	1
scrum	NN	1	1
infineon/sonoma	NNP	1	1
homerun	NNP	1	1
dave	VB	1	1
50.67	CD	1	1
gourmet-level	JJ	1	1
1230pm	CD	1	1
alleviate	JJ	1	1
9am=early	JJ	1	1
well	VBP	1	1
giorgio	NNP	1	1
mechado	VB	1	1
5:30-7:30	CD	1	1
fuel	JJ	1	1
huddled	VBD	1	1
dalmatian	JJ	1	1
johnjay	NNP	1	1
chuhgjib	NNP	1	1
re-united	JJ	1	1
genious	VBZ	1	1
bub	NN	1	1
can't-eat-outside-the-box	JJ	1	1
'christmas	JJ	1	1
sprite	VB	1	1
accepts	VBZ	1	1
*ever*	-NONE-	1	1
sportball	NNP	1	1
leadership	NN	1	1
questing	VBG	1	1
whip	NNP	1	1
worse-than-taco-bell	NNP	1	1
undermanned	VBD	1	1
drive-thru..	NNP	1	1
cevichi	NN	1	1
specifially	RB	1	1
time.	NNP	1	1
cut-a-thon	NN	1	1
treatments/services	NNS	1	1
refund	CD	1	1
terse	NN	1	1
handout/price	JJ	1	1
huband	NN	1	1
spy	VBP	1	1
semi-shambles	NNS	1	1
larb	NNP	1	1
rockbar	NN	1	1
gcdx9u-msiqkqim1a2b4-a	NNP	1	1
intimates	VBZ	1	1
stomatitis	NNS	1	1
sifting	VBG	1	1
wanted..	NNP	1	1
cyprus	NNP	1	1
dance/	NNP	1	1
beers	NNPS	1	1
interweb	NN	1	1
eggyolks	NNS	1	1
bussing	VBG	1	1
tapas-style	JJ	1	1
infusions	NNS	1	1
ensuing	NN	1	1
oh-so-cool	NN	1	1
5k	JJ	1	1
e-bay	NNP	1	1
overfull	JJ	1	1
whew	VBD	1	1
theater	IN	1	1
smorgasbord	NN	1	1
councourse	NN	1	1
3.25-5.55	CD	1	1
hires	VBZ	1	1
supercenter	NNP	1	1
bmw	NN	1	1
screened	VBN	1	1
tonight..	NNP	1	1
incl	NN	1	1
cable/internet	JJ	1	1
wreck	NNP	1	1
rhubarb	VBN	1	1
eeeek	NN	1	1
hochata	NN	1	1
monologue	NN	1	1
bbh	NNP	1	1
allergen	NN	1	1
'nippies	NNS	1	1
heaped	VBD	1	1
.ahem	JJ	1	1
subjects	NNS	1	1
ma??z	NNP	1	1
paprika	NNP	1	1
royality	NN	1	1
taquieras	NNS	1	1
kardashian	NNP	1	1
homesick	VBP	1	1
happyland	NNP	1	1
beckham	NN	1	1
'spot	NN	1	1
flourish	NN	1	1
indescribable	JJ	1	1
stay-at-home	JJ	1	1
scimping	NN	1	1
cutlery	NN	1	1
mishmash	NN	1	1
ooops	NNS	1	1
insta-charm	NN	1	1
snazzy	NN	1	1
potency	NN	1	1
backlit	NN	1	1
apartments	NNP	1	1
fool	VBP	1	1
grunt	VBP	1	1
warehouse-style	JJ	1	1
upsold	NN	1	1
tranz	NNP	1	1
candid	NNP	1	1
ross/rack/last	JJ	1	1
certin	JJ	1	1
solar	NN	1	1
phoenix/n	NNP	1	1
copperwynd	NNP	1	1
cafeteria/lunch	JJ	1	1
quesadillas	NN	1	1
counter-culture	JJ	1	1
stockers	NNS	1	1
kayaks	NNS	1	1
disgusting-.-	NNP	1	1
milfs	NNP	1	1
destitute	JJ	1	1
nonie	NNP	1	1
wheats	NNPS	1	1
seaming	VBG	1	1
theresa	NNP	1	1
neighorhood	NN	1	1
**our	JJ	1	1
diffusers	NNS	1	1
ecstatic	NNP	1	1
2700	CD	1	1
amaretto	IN	1	1
sopressata	NN	1	1
transfered	VBN	1	1
un	RP	1	1
well-suited	JJ	1	1
signify	VB	1	1
area-	NN	1	1
garrison	NNP	1	1
turn-off	NN	1	1
wheat	VBN	1	1
poor	VBP	1	1
eclipse	NNP	1	1
westward	NN	1	1
keurig	JJ	1	1
aaaa++++	NN	1	1
mitigates	VBZ	1	1
.seating	JJ	1	1
californian	JJ	1	1
health-nut	JJ	1	1
tempe/phoenix	NNP	1	1
monkey-suit	NN	1	1
dot..	NNP	1	1
agey	NNP	1	1
haze	NN	1	1
quaint	VBN	1	1
estrogen-mimicking	JJ	1	1
behaviour	NN	1	1
bakery..	NNP	1	1
night..fri	NN	1	1
seasoning	NNP	1	1
.best	JJS	1	1
steep	NNP	1	1
improtu	NN	1	1
ect	JJ	1	1
5/slice	CD	1	1
proceedure	NN	1	1
statuette	NN	1	1
cool/unique	JJ	1	1
dock	VB	1	1
ac/heat	NNP	1	1
amoeba	NNP	1	1
android	NNP	1	1
secuirty	NNP	1	1
kirez	NNP	1	1
wandered	NNP	1	1
bid	VBD	1	1
tractor/backhoe	JJ	1	1
butter=not	NNP	1	1
celebrity.you	PRP	1	1
re-stock	JJ	1	1
check/	VB	1	1
sangrias	NN	1	1
g-trifecta	NNP	1	1
lodz	NNP	1	1
foxtrot	NNP	1	1
your'e	JJ	1	1
.jpeg	NNP	1	1
bret	NNP	1	1
requiscat	NNP	1	1
fun..plazma	NNP	1	1
18-month	JJ	1	1
ikea	NN	1	1
1.38	CD	1	1
rubdown	NN	1	1
hurdle	VB	1	1
notebooks	NNS	1	1
cubana	NN	1	1
45-1	CD	1	1
pictures..	NNP	1	1
"2,99"	CD	1	1
#NAME?	NN	1	1
de-seeded	JJ	1	1
hasbrowns	VBZ	1	1
22	CD	1	1
trails	NNP	1	1
12-Nov	CD	1	1
foodcoma	NN	1	1
gambos	NNS	1	1
floor/pool	NN	1	1
ruse	NN	1	1
az..	NNP	1	1
irritates	NNS	1	1
light	CD	1	1
say..	NNP	1	1
stressed	VBD	1	1
mich	NN	1	1
three-rings-of-death	JJ	1	1
defiant	JJ	1	1
flopy	NN	1	1
fuck	VBP	1	1
11:00pm	CD	1	1
capris	NNP	1	1
b.s	NNP	1	1
bachlorette	NN	1	1
bores	VBZ	1	1
handheld	NN	1	1
tsk	VBP	1	1
pales	NNS	1	1
flip-side	JJ	1	1
copyright	NN	1	1
traversing	VBG	1	1
hootie	NNP	1	1
temper	JJR	1	1
attesting	VBG	1	1
***not	JJ	1	1
okinawa	NNP	1	1
health-factor	NN	1	1
5'4	CD	1	1
half-korean	JJ	1	1
cera	NNP	1	1
bacon/pancetta/etc	JJ	1	1
title	VB	1	1
caliente	NN	1	1
scottsdale-ish	JJ	1	1
*righteous	JJ	1	1
carpal	JJ	1	1
off-hours	NNS	1	1
morph	NN	1	1
rigged	VBN	1	1
tangy-ness	JJ	1	1
hoards	VBZ	1	1
hrid:5obfv-7_n9nhsi04xgy90a	NNP	1	1
excellent	VBP	1	1
baber	NN	1	1
shoe-marmy	JJ	1	1
bread..we	JJ	1	1
cen-pho	NNP	1	1
reasonable	NNP	1	1
fishermen/women	-NONE-	1	1
two-timing	JJ	1	1
theyve	NN	1	1
elaines	NNP	1	1
fare	JJ	1	1
yeasty	NN	1	1
shrouded	VBN	1	1
alpo	NNP	1	1
grandpappy	NNP	1	1
bitterly	RB	1	1
ever-familiar	JJ	1	1
schooler	NN	1	1
popos	NNP	1	1
dish-which	JJ	1	1
lamenting	VBG	1	1
justyina	NNP	1	1
herb-y	JJ	1	1
octopuss	NN	1	1
alternative-ingredient	JJ	1	1
.um	JJ	1	1
longest	NN	1	1
oop	VB	1	1
vivian	JJ	1	1
tsks	NNS	1	1
bohemians	NNS	1	1
aps	NNP	1	1
sollee/farmers	NNP	1	1
rod	VB	1	1
bru	NNP	1	1
windowsills	NNS	1	1
hate-it	JJ	1	1
kumara	NNP	1	1
axing	VBG	1	1
homeopathic	NNP	1	1
3mile	JJ	1	1
placed	VB	1	1
succumbing	VBG	1	1
wear	RB	1	1
happier	RBR	1	1
plumb	NN	1	1
devotes	VBZ	1	1
popularly	RB	1	1
.blah	JJ	1	1
quaking	NN	1	1
wrangle	VB	1	1
blanc-	NNP	1	1
nickle	NNP	1	1
scurried	VBN	1	1
glasses/dishes	NNS	1	1
able	NNP	1	1
kickin	NNP	1	1
forties	NNS	1	1
contraire	VBP	1	1
sarah	NN	1	1
pimp	NN	1	1
ghosty	JJ	1	1
a+	-NONE-	1	1
deigning	VBG	1	1
grreat	NN	1	1
customer-centric	JJ	1	1
kastu	NN	1	1
napa/sonoma/healdsburg	JJ	1	1
gliding	NN	1	1
..intuitive	JJ	1	1
palaces	NNS	1	1
:bartenders	NNS	1	1
bejing	NN	1	1
chefs/cooks/helpers	NNS	1	1
broadly	RB	1	1
carolina	NN	1	1
epitome	NNP	1	1
gateway	NN	1	1
softening	VBG	1	1
neat	VBP	1	1
furniture-	NNP	1	1
could.not.be	JJ	1	1
yuk~	NN	1	1
almighty	VBP	1	1
neat	VBN	1	1
emphasized	VBN	1	1
barkers	NNS	1	1
concept	JJ	1	1
fairfax	NNP	1	1
libraries	NNPS	1	1
11/plate	JJ	1	1
corn-	NNP	1	1
nana	NN	1	1
littler	JJR	1	1
merchandise	NNP	1	1
session/time	JJ	1	1
scurrying	VBG	1	1
lahna	NN	1	1
cpk	VB	1	1
#NAME?	NNP	1	1
morning..probably..	NNP	1	1
a-la-the	JJ	1	1
technician	NNP	1	1
dbags	VBZ	1	1
santas	NNP	1	1
do-it-yourself	JJ	1	1
nero	NNP	1	1
anyway..that	JJ	1	1
mid-1970s	CD	1	1
banging	NN	1	1
gouging	NNP	1	1
fluid	JJ	1	1
addicting	NN	1	1
jovial	NN	1	1
vetmed	NNP	1	1
soooooo-	-NONE-	1	1
convincing	NN	1	1
catty	JJ	1	1
oddest	JJS	1	1
gauges	NNS	1	1
ii	NN	1	1
lammermoor	NNP	1	1
111	CD	1	1
v.oil	JJ	1	1
3/19/2012	CD	1	1
uzkp4xcw13	NNP	1	1
ours	VBZ	1	1
cheescake	NN	1	1
briane	NNP	1	1
7.26	CD	1	1
prociutto	NN	1	1
jamacian	NNP	1	1
choices..	NNP	1	1
proposed	VBD	1	1
con	JJ	1	1
branch	JJ	1	1
messy-with	JJ	1	1
fallout	NNP	1	1
save-	NNP	1	1
oneself	PRP	1	1
deceiving	NN	1	1
portions..	NNP	1	1
bands	NNP	1	1
afterburn	NN	1	1
uni	VB	1	1
24-48	CD	1	1
appreciated	VB	1	1
rethink	NNP	1	1
1/7/2013	CD	1	1
antipasto	IN	1	1
abiltiies	NNS	1	1
pilners	NNS	1	1
pre-spawning	JJ	1	1
macchiato	IN	1	1
#NAME?	NN	1	1
sludge	NN	1	1
.sun	JJ	1	1
gobblers	NNS	1	1
buch	NN	1	1
acknowledge	NNP	1	1
thirty-five	JJ	1	1
spears	NNP	1	1
muttered	VBN	1	1
blowoff	NN	1	1
thaswutsup	NNP	1	1
eeeewwwwwweeeeeee	NNP	1	1
ds	NNP	1	1
one-by-one	JJ	1	1
pour-over	JJ	1	1
he/she	NNP	1	1
veggies/fruits	NNS	1	1
helloooo	RB	1	1
buts	NNS	1	1
sui	NNP	1	1
salesladies	NNS	1	1
dog/bratwurst	JJ	1	1
taste-wise	NNP	1	1
nuts-berries	NNS	1	1
z-trip	NN	1	1
daiya	NN	1	1
black	VBD	1	1
babers	NNS	1	1
swingers	NNP	1	1
garagelike	NN	1	1
plated/presented	JJ	1	1
bag	IN	1	1
valley-known	JJ	1	1
unrivaled	VBN	1	1
lesbian	NN	1	1
window-shop	VB	1	1
bench	VB	1	1
soul-satisfying	JJ	1	1
freezer-burned	JJ	1	1
bartender/waitress	JJ	1	1
'cozy	JJ	1	1
heavy	VB	1	1
salad	CD	1	1
edging	VBG	1	1
bittersweet	VBN	1	1
come..this	VBZ	1	1
